,Time,Cur1,Volt1,Volt2,Volt3,Cur4
678,350.7968,6.474741e-07,3.0,1.1314,1.1322,-6.473684e-07
679,351.3095,6.48947e-07,3.0,1.1305,1.1312,-6.443819e-07
680,351.8222,6.482316e-07,3.0,1.13,1.1308,-6.504389e-07
681,352.335,6.482737e-07,3.0,1.1292,1.1298,-6.494295e-07
682,352.8477,6.491153e-07,3.0,1.128,1.1291,-6.48462e-07
683,353.3604,6.486945e-07,3.0,1.1276,1.1281,-6.530468e-07
684,353.8731,6.491153e-07,3.0,1.1268,1.1273,-6.519532e-07
685,354.3857,6.504621e-07,3.0,1.1253,1.1266,-6.459383e-07
686,354.8984,6.497467e-07,3.0,1.1253,1.1258,-6.519532e-07
687,355.4111,6.506725e-07,3.0,1.1239,1.1249,-6.499762e-07
688,355.9238,6.507567e-07,3.0,1.1233,1.1243,-6.489668e-07
689,356.4365,6.499571e-07,3.0,1.1224,1.1234,-6.530468e-07
690,356.9492,6.515563e-07,3.0,1.1216,1.1224,-6.479993e-07
691,357.4619,6.508409e-07,3.0,1.1213,1.1219,-6.488827e-07
692,357.9746,6.501255e-07,3.0,1.12,1.1211,-6.501866e-07
693,358.4873,6.491575e-07,3.0,1.1191,1.1204,-6.474525e-07
694,359.0,6.48442e-07,3.0,1.1189,1.1195,-6.487144e-07
695,359.5127,6.489891e-07,3.0,1.1182,1.1189,-6.501024e-07
696,360.0254,6.483579e-07,3.0,1.1168,1.1178,-6.483359e-07
697,360.5381,6.484841e-07,3.0,1.1166,1.1172,-6.491771e-07
698,361.0508,6.475162e-07,3.0,1.116,1.1164,-6.526262e-07
699,361.5635,6.491153e-07,3.0,1.1144,1.1156,-6.452232e-07
700,362.0762,6.497467e-07,3.0,1.1141,1.1148,-6.467375e-07
701,362.5889,6.493258e-07,3.0,1.1131,1.1142,-6.510699e-07
702,363.1017,6.505884e-07,3.0,1.1123,1.113,-6.451391e-07
703,363.6144,6.49915e-07,3.0,1.1118,1.1124,-6.508596e-07
704,364.1271,6.505884e-07,3.0,1.1107,1.1117,-6.492612e-07
705,364.6398,6.502517e-07,3.0,1.1098,1.1107,-6.490509e-07
706,365.1525,6.514301e-07,3.0,1.1094,1.1101,-6.520373e-07
707,365.6652,6.516405e-07,3.0,1.1083,1.1091,-6.503548e-07
708,366.1779,6.511776e-07,3.0,1.1077,1.1085,-6.512381e-07
709,366.6906,6.517246e-07,3.0,1.1074,1.108,-6.551079e-07
710,367.2033,6.520613e-07,3.0,1.1057,1.107,-6.519532e-07
711,367.716,6.521455e-07,3.0,1.1055,1.1062,-6.525842e-07
712,368.2287,6.529452e-07,3.0,1.1047,1.1055,-6.566221e-07
713,368.7414,6.537027e-07,3.0,1.1039,1.1043,-6.510699e-07
714,369.2541,6.53366e-07,3.0,1.1029,1.1037,-6.513222e-07
715,369.7668,6.526085e-07,3.0,1.1023,1.1031,-6.567062e-07
716,370.2795,6.533239e-07,3.0,1.1018,1.1021,-6.506072e-07
717,370.7922,6.546285e-07,3.0,1.1007,1.1014,-6.51827e-07
718,371.3049,6.532397e-07,3.0,1.1003,1.101,-6.577158e-07
719,371.8176,6.560595e-07,3.0,1.0994,1.1002,-6.537198e-07
720,372.3303,6.556807e-07,3.0,1.0977,1.0992,-6.577999e-07
721,372.843,6.554282e-07,3.0,1.0983,1.0985,-6.588094e-07
722,373.3557,6.565645e-07,3.0,1.0972,1.0981,-6.556547e-07
723,373.8684,6.555545e-07,3.0,1.0962,1.097,-6.601975e-07
724,374.3811,6.571116e-07,3.0,1.0952,1.096,-6.554023e-07
725,374.8938,6.573641e-07,3.0,1.095,1.0957,-6.552762e-07
726,375.4065,6.571116e-07,3.0,1.0942,1.0947,-6.590618e-07
727,375.9192,6.578691e-07,3.0,1.0932,1.0938,-6.543929e-07
728,376.4319,6.576587e-07,3.0,1.0927,1.0932,-6.56538e-07
729,376.9446,6.582058e-07,3.0,1.0916,1.0926,-6.583467e-07
730,377.4573,6.585004e-07,3.0,1.0907,1.0916,-6.551079e-07
731,377.97,6.584584e-07,3.0,1.0899,1.0908,-6.570848e-07
732,378.4827,6.574062e-07,3.0,1.0895,1.0903,-6.625108e-07
733,378.9954,6.586267e-07,3.0,1.0888,1.0896,-6.584729e-07
734,379.5081,6.594263e-07,3.0,1.0875,1.0886,-6.601975e-07
735,380.0208,6.58795e-07,3.0,1.0874,1.0881,-6.630156e-07
736,380.5335,6.698634e-07,3.0,1.0864,1.0868,-6.637728e-07
737,381.0462,6.764708e-07,3.0,1.0856,1.0864,-6.759288e-07
738,381.5588,6.820682e-07,3.0,1.085,1.0855,-6.803874e-07
739,382.0715,6.851404e-07,3.0,1.0838,1.0851,-6.86192e-07
740,382.5842,6.886335e-07,3.0,1.0836,1.0844,-6.919966e-07
741,383.097,6.907798e-07,3.0,1.0828,1.0835,-6.910713e-07
742,383.6096,6.9381e-07,3.0,1.0818,1.083,-6.906927e-07
743,384.1224,6.936416e-07,3.0,1.0812,1.082,-6.980115e-07
744,384.635,6.96798e-07,3.0,1.0799,1.0811,-6.940577e-07
745,385.1477,6.98271e-07,3.0,1.08,1.0806,-6.980115e-07
746,385.6604,6.988602e-07,3.0,1.0791,1.0799,-7.036058e-07
747,386.1731,7.008803e-07,3.0,1.0784,1.0791,-6.98937e-07
748,386.6858,7.021007e-07,3.0,1.0776,1.0782,-7.040264e-07
749,387.1985,7.028162e-07,3.0,1.077,1.0773,-7.029749e-07
750,387.7112,7.019324e-07,3.0,1.0763,1.0769,-7.015869e-07
751,388.2239,7.013011e-07,3.0,1.0753,1.076,-7.00325e-07
752,388.7366,6.999965e-07,3.0,1.0746,1.0755,-7.033535e-07
753,389.2493,7.011749e-07,3.0,1.0739,1.0746,-6.95614e-07
754,389.7619,6.98776e-07,3.0,1.0732,1.0743,-7.025964e-07
755,390.2746,6.994073e-07,3.0,1.0726,1.0733,-6.966235e-07
756,390.7873,6.981868e-07,3.0,1.0716,1.0726,-6.978854e-07
757,391.3,6.967559e-07,3.0,1.0713,1.0717,-7.020916e-07
758,391.8127,6.969242e-07,3.0,1.0701,1.0709,-6.950672e-07
759,392.3254,6.963771e-07,3.0,1.0698,1.0705,-6.974647e-07
760,392.8381,6.957038e-07,3.0,1.0685,1.0693,-6.963711e-07
761,393.3508,6.960404e-07,3.0,1.0677,1.069,-6.921228e-07
762,393.8635,6.946096e-07,3.0,1.0673,1.0683,-6.92922e-07
763,394.3762,6.931365e-07,3.0,1.0664,1.0675,-6.997361e-07
764,394.8889,6.948621e-07,3.0,1.066,1.0668,-6.931744e-07
765,395.4016,6.956196e-07,3.0,1.0655,1.0659,-6.94268e-07
766,395.9144,6.968822e-07,3.0,1.0646,1.0654,-6.990211e-07
767,396.427,6.989864e-07,3.0,1.064,1.0646,-6.937212e-07
768,396.9398,6.989864e-07,3.0,1.0635,1.0639,-6.995679e-07
769,397.4524,6.990285e-07,3.0,1.0626,1.063,-6.980957e-07
770,397.9651,7.000806e-07,3.0,1.0614,1.0625,-6.94983e-07
771,398.4778,6.991968e-07,3.0,1.0612,1.0618,-7.019654e-07
772,398.9905,6.986497e-07,3.0,1.0598,1.061,-7.011241e-07
773,399.5033,6.997861e-07,3.0,1.0596,1.0605,-6.988528e-07
774,400.0159,6.997019e-07,3.0,1.0585,1.0592,-6.998623e-07
775,400.5287,6.989022e-07,3.0,1.0584,1.0589,-6.973806e-07
776,401.0414,6.989443e-07,3.0,1.0574,1.0584,-6.993155e-07
777,401.554,6.984814e-07,3.0,1.0573,1.0576,-7.013766e-07
778,402.0668,7.008382e-07,3.0,1.0558,1.0566,-6.968759e-07
779,402.5794,6.987339e-07,3.0,1.0546,1.0556,-6.971703e-07
780,403.0922,6.961246e-07,3.0,1.0549,1.0555,-7.010401e-07
781,403.6049,6.956196e-07,3.0,1.0538,1.0545,-6.919966e-07
782,404.1176,6.943991e-07,3.0,1.0531,1.0539,-6.926696e-07
783,404.6302,6.958721e-07,3.0,1.0521,1.0532,-6.978433e-07
784,405.143,6.957458e-07,3.0,1.0521,1.0529,-6.943941e-07
785,405.6556,6.939783e-07,3.0,1.051,1.0517,-6.954037e-07
786,406.1684,6.924211e-07,3.0,1.0504,1.0514,-6.965394e-07
787,406.6811,6.922528e-07,3.0,1.0499,1.0507,-6.91576e-07
788,407.1938,6.935153e-07,3.0,1.0485,1.0499,-6.934688e-07
789,407.7065,6.922528e-07,3.0,1.0484,1.0493,-6.905245e-07
790,408.2192,6.918319e-07,3.0,1.0476,1.0484,-6.878324e-07
791,408.7319,6.927999e-07,3.0,1.0471,1.0475,-6.932585e-07
792,409.2446,6.925474e-07,3.0,1.0465,1.0473,-6.919545e-07
793,409.7573,6.905694e-07,3.0,1.0459,1.0464,-6.91618e-07
794,410.27,6.898118e-07,3.0,1.0448,1.0458,-6.935529e-07
795,410.7827,6.909061e-07,3.0,1.0441,1.0452,-6.869912e-07
796,411.2954,6.901064e-07,3.0,1.0436,1.0444,-6.859817e-07
797,411.8081,6.873709e-07,3.0,1.0429,1.0435,-6.914078e-07
798,412.3208,6.879601e-07,3.0,1.0416,1.043,-6.836262e-07
799,412.8335,6.871605e-07,3.0,1.0418,1.0424,-6.874118e-07
800,413.3461,6.861504e-07,3.0,1.0409,1.0415,-6.850142e-07
801,413.8588,6.845091e-07,3.0,1.0403,1.0412,-6.820279e-07
802,414.3715,6.816052e-07,3.0,1.0397,1.0403,-6.833738e-07
803,414.8842,6.805531e-07,3.0,1.0386,1.0394,-6.820699e-07
804,415.3969,6.808477e-07,3.0,1.0378,1.0388,-6.78074e-07
805,415.9096,6.805952e-07,3.0,1.0375,1.038,-6.79462e-07
806,416.4223,6.792906e-07,3.0,1.0365,1.0373,-6.771486e-07
807,416.935,6.784488e-07,3.0,1.0363,1.0368,-6.721853e-07
808,417.4478,6.757132e-07,3.0,1.0354,1.036,-6.758026e-07
809,417.9604,6.741141e-07,3.0,1.0343,1.0356,-6.76097e-07
810,418.4732,6.808477e-07,3.0,1.0338,1.0347,-6.782002e-07
811,418.9859,6.774808e-07,3.0,1.0328,1.034,-6.81481e-07
812,419.4986,6.764708e-07,3.0,1.0328,1.0333,-6.747931e-07
813,420.0113,6.746611e-07,3.0,1.0319,1.0325,-6.710495e-07
814,420.524,6.743244e-07,3.0,1.0314,1.0318,-6.779478e-07
815,421.0366,6.751241e-07,3.0,1.0302,1.0314,-6.752138e-07
816,421.5493,6.756291e-07,3.0,1.0294,1.0308,-6.755923e-07
817,422.062,6.742824e-07,3.0,1.0295,1.0301,-6.786628e-07
818,422.5747,6.753766e-07,3.0,1.0282,1.0293,-6.707131e-07
819,423.0874,6.838778e-07,3.0,1.028,1.0287,-6.830793e-07
820,423.6002,6.920424e-07,3.0,1.0274,1.0282,-6.952775e-07
821,424.1129,6.935995e-07,3.0,1.0268,1.0277,-6.919125e-07
822,424.6255,6.929261e-07,3.0,1.0263,1.0268,-6.960767e-07
823,425.1382,6.944833e-07,3.0,1.0257,1.0262,-6.971703e-07
824,425.651,6.927999e-07,3.0,1.0253,1.0256,-6.909451e-07
825,426.1636,6.91874e-07,3.0,1.0242,1.0248,-6.960346e-07
826,426.6763,6.935995e-07,3.0,1.0233,1.0239,-6.911554e-07
827,427.1891,6.942729e-07,3.0,1.0229,1.0233,-6.902721e-07
828,427.7018,6.914952e-07,3.0,1.0222,1.0229,-6.96287e-07
829,428.2144,6.921265e-07,3.0,1.0215,1.0223,-6.905665e-07
830,428.7271,6.921265e-07,3.0,1.0204,1.0215,-6.883793e-07
831,429.2398,6.890543e-07,3.0,1.0202,1.0208,-6.923331e-07
832,429.7525,6.894331e-07,3.0,1.0196,1.0202,-6.88211e-07
833,430.2652,6.888018e-07,3.0,1.0185,1.0192,-6.872856e-07
834,430.7779,6.885072e-07,3.0,1.0183,1.0191,-6.893046e-07
835,431.2906,6.864871e-07,3.0,1.0176,1.0182,-6.849301e-07
836,431.8033,6.864871e-07,3.0,1.0169,1.0176,-6.838786e-07
837,432.316,6.842986e-07,3.0,1.0164,1.0169,-6.881269e-07
838,432.8287,6.864029e-07,3.0,1.0153,1.0161,-6.840048e-07
839,433.3414,6.860662e-07,3.0,1.0146,1.0155,-6.846778e-07
840,433.8541,6.850562e-07,3.0,1.0145,1.0152,-6.878745e-07
841,434.3668,6.8695e-07,3.0,1.0138,1.0143,-6.819017e-07
842,434.8795,6.869079e-07,3.0,1.0134,1.0137,-6.852246e-07
843,435.3922,6.846353e-07,3.0,1.0125,1.0132,-6.878324e-07
844,435.9048,6.849721e-07,3.0,1.0112,1.0122,-6.816913e-07
845,436.4175,6.837516e-07,3.0,1.0112,1.0119,-6.861499e-07
846,436.9302,6.820261e-07,3.0,1.0106,1.0112,-6.834159e-07
847,437.4428,6.823628e-07,3.0,1.0096,1.0104,-6.790835e-07
848,437.9556,6.81016e-07,3.0,1.0094,1.0101,-6.854769e-07
849,438.4683,6.816473e-07,3.0,1.0081,1.0091,-6.788311e-07
850,438.981,6.805952e-07,3.0,1.0079,1.0089,-6.813548e-07
851,439.4937,6.79038e-07,3.0,1.0075,1.0077,-6.788732e-07
852,440.0063,6.793747e-07,3.0,1.0064,1.0071,-6.786208e-07
853,440.519,6.78533e-07,3.0,1.0051,1.0056,-6.750455e-07
854,441.0317,6.77523e-07,3.0,1.0038,1.0043,-6.778637e-07
855,441.5445,6.796272e-07,3.0,1.0027,1.0034,-6.771907e-07
856,442.0572,6.803006e-07,3.0,1.0013,1.002,-6.798406e-07
857,442.5699,6.789959e-07,3.0,1.0001,1.0007,-6.817334e-07
858,443.0826,6.795009e-07,3.0,0.9986286,0.9992329,-6.744566e-07
859,443.5952,6.784488e-07,3.0,0.9973772,0.9983154,-6.776533e-07
860,444.1079,6.7706e-07,3.0,0.9967932,0.9972311,-6.745827e-07
861,444.6206,6.7605e-07,3.0,0.9947907,0.9960635,-6.699559e-07
862,445.1333,6.73609e-07,3.0,0.9942067,0.9953129,-6.766859e-07
863,445.646,6.738194e-07,3.0,0.9926215,0.993895,-6.752979e-07
864,446.1587,6.763445e-07,3.0,0.9923712,0.9927274,-6.749193e-07
865,446.6714,6.739878e-07,3.0,0.990786,0.9917265,-6.784105e-07
866,447.1841,6.737774e-07,3.0,0.9897014,0.9908925,-6.725218e-07
867,447.6968,6.719256e-07,3.0,0.9885333,0.9893913,-6.68694e-07
868,448.2095,6.705368e-07,3.0,0.9878658,0.9883904,-6.721853e-07
869,448.7222,6.687692e-07,3.0,0.9865308,0.9872227,-6.679369e-07
870,449.2349,6.682642e-07,3.0,0.9849457,0.9863052,-6.663386e-07
871,449.7476,6.632981e-07,3.0,0.9845285,0.9851376,-6.684837e-07
872,450.2603,6.664124e-07,3.0,0.9835273,0.9842201,-6.636045e-07
873,450.773,6.65739e-07,3.0,0.9825262,0.9833861,-6.692829e-07
874,451.2857,6.645186e-07,3.0,0.9812746,0.9819682,-6.646561e-07
875,451.7984,6.729777e-07,3.0,0.9805237,0.9812176,-6.7004e-07
876,452.3111,6.717993e-07,3.0,0.9789385,0.9794661,-6.721011e-07
877,452.8238,6.717152e-07,3.0,0.9781876,0.9789657,-6.74036e-07
878,453.3364,6.863187e-07,3.0,0.9770195,0.9778815,-6.812286e-07
879,453.8492,6.868238e-07,3.0,0.9762686,0.9771308,-6.895149e-07
880,454.3618,6.87918e-07,3.0,0.9756846,0.9760466,-6.904824e-07
881,454.8745,6.881705e-07,3.0,0.974016,0.9749623,-6.857714e-07
882,455.3872,6.858558e-07,3.0,0.9731816,0.9737113,-6.887158e-07
883,455.8999,6.956196e-07,3.0,0.9719301,0.973044,-6.960767e-07
884,456.4126,6.99281e-07,3.0,0.9710959,0.9717929,-6.935529e-07
885,456.9253,6.927157e-07,3.0,0.9702615,0.9711257,-6.977592e-07
886,457.438,6.900223e-07,3.0,0.9691768,0.9697913,-6.848881e-07
887,457.9507,6.899801e-07,3.0,0.9680088,0.9689572,-6.898094e-07
888,458.4633,6.876655e-07,3.0,0.9675916,0.9677061,-6.93595e-07
889,458.976,6.860242e-07,3.0,0.9662567,0.9668721,-6.804294e-07
890,459.4887,6.867396e-07,3.0,0.9649218,0.9658713,-6.883793e-07
891,460.0014,6.8695e-07,3.0,0.964004,0.9653708,-6.913236e-07
892,460.5141,6.961246e-07,3.0,0.9635034,0.9642866,-6.9023e-07
893,461.0268,6.813527e-07,3.0,0.9625022,0.9632023,-6.842151e-07
894,461.5395,6.995336e-07,3.0,0.9618347,0.9623683,-7.00367e-07
895,462.0522,7.021007e-07,3.0,0.9604998,0.961284,-6.9696e-07
896,462.5649,7.01259e-07,3.0,0.9599158,0.9606168,-7.017972e-07
897,463.0776,7.014694e-07,3.0,0.9582471,0.9596993,-7.012924e-07
898,463.5903,7.03742e-07,3.0,0.9575797,0.9586986,-7.035217e-07
899,464.103,7.040787e-07,3.0,0.9568287,0.9572806,-7.041106e-07
900,464.6157,7.000806e-07,3.0,0.9556608,0.9566134,-7.004512e-07
901,465.1284,6.993231e-07,3.0,0.9550767,0.9557793,-6.946045e-07
902,465.6411,7.009223e-07,3.0,0.9537417,0.9550288,-7.020075e-07
903,466.1538,7.000386e-07,3.0,0.9536583,0.9541947,-6.97675e-07
904,466.6665,6.965455e-07,3.0,0.9524069,0.9532772,-6.980115e-07
905,467.1791,6.91874e-07,3.0,0.9513222,0.9523598,-6.94941e-07
906,467.6918,6.873288e-07,3.0,0.9510719,0.9515258,-6.872856e-07
907,468.2045,6.840882e-07,3.0,0.9498204,0.9505249,-6.818175e-07
908,468.7172,6.845933e-07,3.0,0.9484021,0.9496909,-6.839206e-07
909,469.2299,6.785751e-07,3.0,0.9484021,0.9488568,-6.738677e-07
910,469.7426,6.809739e-07,3.0,0.9469002,0.9477726,-6.804294e-07
911,470.2552,6.765971e-07,3.0,0.9463996,0.9473556,-6.803453e-07
912,470.7679,6.993652e-07,3.0,0.945315,0.9464381,-6.992314e-07
913,471.2806,6.934312e-07,3.0,0.9445642,0.9453539,-6.950672e-07
914,471.7933,6.900223e-07,3.0,0.9432292,0.9444364,-6.88926e-07
915,472.306,6.941887e-07,3.0,0.9431458,0.9437692,-6.958243e-07
916,472.8187,7.096761e-07,3.0,0.9423114,0.9430186,-7.105041e-07
917,473.3314,7.156101e-07,3.0,0.9404759,0.9418509,-7.119342e-07
918,473.8441,7.116541e-07,3.0,0.9406428,0.9410169,-7.072233e-07
919,474.3568,7.06141e-07,3.0,0.9396416,0.9402663,-7.072653e-07
920,474.8694,7.011749e-07,3.0,0.939141,0.9396824,-6.995258e-07
921,475.3821,7.05215e-07,3.0,0.9376392,0.9389318,-7.044471e-07
922,475.8948,6.967559e-07,3.0,0.9369718,0.9380977,-7.015028e-07
923,476.4075,6.914952e-07,3.0,0.9362209,0.9371802,-6.891784e-07
924,476.9202,6.87918e-07,3.0,0.9358037,0.9361795,-6.867388e-07
925,477.4329,6.7706e-07,3.0,0.9348859,0.9354288,-6.800088e-07
926,477.9456,6.76092e-07,3.0,0.934135,0.9346781,-6.74036e-07
927,478.4583,6.703264e-07,3.0,0.9333842,0.9339275,-6.689885e-07
928,478.971,6.712943e-07,3.0,0.9321327,0.9328433,-6.709654e-07
929,479.4837,6.689796e-07,3.0,0.9314651,0.9322595,-6.689885e-07
930,479.9964,6.663703e-07,3.0,0.9300467,0.9310084,-6.669274e-07
931,480.5092,6.645607e-07,3.0,0.9302971,0.9306748,-6.676425e-07
932,481.0219,6.634244e-07,3.0,0.929296,0.9300075,-6.640252e-07
933,481.5345,6.62751e-07,3.0,0.9287953,0.9292569,-6.667592e-07
934,482.0472,6.646869e-07,3.0,0.9282947,0.9285063,-6.649926e-07
935,482.5599,6.561857e-07,3.0,0.9272101,0.9277557,-6.554865e-07
936,483.0726,6.628352e-07,3.0,0.9256249,0.9266714,-6.66633e-07
937,483.5853,6.678854e-07,3.0,0.9252912,0.9263377,-6.68652e-07
938,484.098,6.69653e-07,3.0,0.9247906,0.9255037,-6.664227e-07
939,484.6107,6.764708e-07,3.0,0.9240396,0.9246697,-6.788732e-07
940,485.1234,6.822786e-07,3.0,0.922955,0.9238356,-6.824064e-07
941,485.6361,6.745349e-07,3.0,0.9224544,0.9229182,-6.766018e-07
942,486.1488,6.792064e-07,3.0,0.9212863,0.9221675,-6.830373e-07
943,486.6615,6.867817e-07,3.0,0.9209526,0.9215837,-6.866127e-07
944,487.1742,6.838357e-07,3.0,0.9200348,0.9205829,-6.860658e-07
945,487.6869,6.787855e-07,3.0,0.9190336,0.9197488,-6.779478e-07
946,488.1996,6.771442e-07,3.0,0.9186999,0.9192484,-6.763494e-07
947,488.7123,6.678013e-07,3.0,0.917365,0.9184144,-6.705027e-07
948,489.225,6.691059e-07,3.0,0.9170313,0.9179973,-6.723114e-07
949,489.7377,6.708314e-07,3.0,0.9165307,0.9170799,-6.695353e-07
950,490.2504,6.678854e-07,3.0,0.915446,0.9161625,-6.709654e-07
951,490.7631,6.678013e-07,3.0,0.9150288,0.9155787,-6.645719e-07
952,491.2758,6.699476e-07,3.0,0.9140277,0.914828,-6.639831e-07
953,491.7885,6.753766e-07,3.0,0.9132768,0.9140773,-6.763494e-07
954,492.3011,6.868238e-07,3.0,0.9128596,0.9134102,-6.830373e-07
955,492.8139,7.070247e-07,3.0,0.9115247,0.9124927,-7.026805e-07
956,493.3266,7.019324e-07,3.0,0.9111075,0.9119923,-7.011241e-07
957,493.8393,6.864029e-07,3.0,0.9108573,0.911325,-6.84131e-07
958,494.352,6.876655e-07,3.0,0.9095223,0.910908,-6.877483e-07
959,494.8647,6.8695e-07,3.0,0.9093555,0.9098238,-6.925014e-07
960,495.3774,6.948621e-07,3.0,0.9083542,0.9094902,-6.934688e-07
961,495.8901,6.909902e-07,3.0,0.9077702,0.9087395,-6.943941e-07
962,496.4028,6.897698e-07,3.0,0.907353,0.9078221,-6.920807e-07
963,496.9155,6.831203e-07,3.0,0.9065188,0.9074884,-6.826167e-07
964,497.4282,6.886755e-07,3.0,0.9059347,0.906571,-6.91576e-07
965,497.9409,7.028583e-07,3.0,0.9051003,0.9059872,-7.068867e-07
966,498.4536,7.331176e-07,3.0,0.9046832,0.9052365,-7.312408e-07
967,498.9663,7.2146e-07,3.0,0.9039323,0.9041523,-7.246371e-07
968,499.4789,7.193136e-07,3.0,0.9029312,0.9034851,-7.19842e-07
969,499.9916,7.247426e-07,3.0,0.9025974,0.9029846,-7.22534e-07
970,500.5043,7.2247e-07,3.0,0.901763,0.9024009,-7.26656e-07
971,501.017,7.634189e-07,3.0,0.9008453,0.9015668,-7.610211e-07
972,501.5297,7.654391e-07,3.0,0.9002612,0.9010664,-7.601378e-07
973,502.0424,7.735194e-07,3.0,0.8995104,0.9005659,-7.739342e-07
974,502.5551,7.473845e-07,3.0,0.8997606,0.8997319,-7.435651e-07
975,503.0678,7.457853e-07,3.0,0.8983423,0.8989812,-7.4142e-07
976,503.5805,7.548335e-07,3.0,0.8977582,0.8983974,-7.542911e-07
977,504.0932,7.503726e-07,3.0,0.8970908,0.897897,-7.453318e-07
978,504.606,7.50078e-07,3.0,0.8963399,0.8968961,-7.468881e-07
979,505.1187,7.366527e-07,3.0,0.8960061,0.8964791,-7.375502e-07
980,505.6313,7.345485e-07,3.0,0.8951719,0.895645,-7.321663e-07
981,506.144,7.396829e-07,3.0,0.8945878,0.8948945,-7.370034e-07
982,506.6567,7.342539e-07,3.0,0.8931694,0.8947276,-7.349844e-07
983,507.1695,7.304241e-07,3.0,0.8935032,0.8940604,-7.294321e-07
984,507.6821,7.164518e-07,3.0,0.8918346,0.8931429,-7.145841e-07
985,508.1948,7.112753e-07,3.0,0.8921682,0.8928093,-7.101256e-07
986,508.7075,6.998281e-07,3.0,0.8914174,0.8922255,-6.994837e-07
987,509.2202,7.385045e-07,3.0,0.8908333,0.8915582,-7.400319e-07
988,509.7328,7.502042e-07,3.0,0.8903328,0.8908077,-7.486547e-07
989,510.2455,7.499096e-07,3.0,0.8896652,0.8903072,-7.498325e-07
990,510.7582,6.838357e-07,3.0,0.8889978,0.8895566,-6.877904e-07
991,511.2709,7.428393e-07,3.0,0.8883303,0.8890561,-7.399478e-07
992,511.7836,7.400196e-07,3.0,0.8877463,0.8881387,-7.408731e-07
993,512.2963,7.438493e-07,3.0,0.8867451,0.887805,-7.436493e-07
994,512.809,7.36779e-07,3.0,0.8864948,0.8873047,-7.341432e-07
995,513.3217,7.492783e-07,3.0,0.8858274,0.8866374,-7.512626e-07
996,513.8344,7.10139e-07,3.0,0.8852433,0.8858868,-7.146262e-07
997,514.3471,7.225541e-07,3.0,0.8846592,0.8853864,-7.207253e-07
998,514.8597,6.894331e-07,3.0,0.8837416,0.8845523,-6.919966e-07
999,515.3725,6.767654e-07,3.0,0.8833244,0.8841353,-6.802612e-07
